,review_id,image_file,score
0,jK_0sS4ild3j4HwQItjqqQ,pLe0VaGz2Uz_8m7s-IeduQ.jpg,0.7519811987876892
1,jK_0sS4ild3j4HwQItjqqQ,RoDbiQdM9hSxx6zeU5e7nA.jpg,0.6332775354385376
2,jK_0sS4ild3j4HwQItjqqQ,ubbtWn2AyK4cSpDjFjfxSA.jpg,0.670640230178833
3,jK_0sS4ild3j4HwQItjqqQ,Vgxoosn80ragvSstyridoA.jpg,0.5425671935081482
4,jK_0sS4ild3j4HwQItjqqQ,YocHdfiw1Kscxql49m73-A.jpg,0.6459659337997437
5,jK_0sS4ild3j4HwQItjqqQ,_41vm5GstQm_AH_wDdNL3w.jpg,0.6032123565673828
6,xr9ud_D_5CDDIksCBlEMHg,1czcJptOQTzknMYXnUeEgg.jpg,0.6361395120620728
7,4xEWcSqgLAEuNOUdabi4cA,1c_XMb7H_SyUjMqVCvqwBQ.jpg,0.735584557056427
8,4xEWcSqgLAEuNOUdabi4cA,2IdnxLFH3FyAEx7Lh9YOAA.jpg,0.7558982372283936
9,4xEWcSqgLAEuNOUdabi4cA,3bc08wsT-TF-baGkl8L6mw.jpg,0.8214361667633057
10,4xEWcSqgLAEuNOUdabi4cA,3ulKPptKXr1Gj2m1QsxDgA.jpg,0.7865323424339294
11,4xEWcSqgLAEuNOUdabi4cA,7usVB-SYXYiTQ1LUWKbR0A.jpg,0.7766218781471252
12,4xEWcSqgLAEuNOUdabi4cA,avd02zasJYzVA0McKeezXw.jpg,0.8054819703102112
13,96FINeFj6i4Xl_cFfyUnSQ,1d1n11d6bXIg5EC7dOl75g.jpg,0.7153728604316711
14,96FINeFj6i4Xl_cFfyUnSQ,20g_RhLl5PKyBwPbWUVarw.jpg,0.7236706018447876
15,96FINeFj6i4Xl_cFfyUnSQ,aMkbRbQhNqLR_GPJ2k3Zww.jpg,0.7182005643844604
16,96FINeFj6i4Xl_cFfyUnSQ,egiqL6cCFl2BXz0f4nWwOA.jpg,0.6999726295471191
17,96FINeFj6i4Xl_cFfyUnSQ,g67scBqM8kf0nHCz_-uc4g.jpg,0.6725839376449585
18,96FINeFj6i4Xl_cFfyUnSQ,QLHUfjobrRkZZ_XFeI393w.jpg,0.7166916728019714
19,96FINeFj6i4Xl_cFfyUnSQ,_kZcisVgE-e1p6gmwjYcWA.jpg,0.7229791283607483
20,MzdH7UcKg41d4MVC8yK-Ew,1d2bPufrM1Mf1fsJshorsg.jpg,0.7322170734405518
21,MzdH7UcKg41d4MVC8yK-Ew,8Q95K2iByuxL6c6Bd5d9uw.jpg,0.6964874863624573
22,MzdH7UcKg41d4MVC8yK-Ew,CAqvvNILTwo4un9-TKHO4Q.jpg,0.7415426969528198
23,pJQAcTu58_3uqbZ-BuIYew,1d2Y1dj0f5mZkJJ6Lod5PQ.jpg,0.4590914845466614
24,pJQAcTu58_3uqbZ-BuIYew,TLC6pXP-Oro9w67PmmK2YQ.jpg,0.22649843990802765
25,pJQAcTu58_3uqbZ-BuIYew,Z3TTYo7U9DgspfNNWtRw4Q.jpg,0.5076653361320496
26,NBfGgju9730lvDZohJSsHQ,1D3k3Xxlk9kEBxMpXV1gkA.jpg,0.5272740721702576
27,NBfGgju9730lvDZohJSsHQ,8cXxWNw_UVWkwEByvmdYLA.jpg,0.5986125469207764
28,NBfGgju9730lvDZohJSsHQ,BOIhMFZ1dge8IiFKUuEpdA.jpg,0.6224501132965088
29,NBfGgju9730lvDZohJSsHQ,glOeOLgSxPi7CLAnlAr3Hg.jpg,0.6816312670707703
30,NBfGgju9730lvDZohJSsHQ,pdETmcTWqFq0CcYWv5WZBQ.jpg,0.468492329120636
31,NBfGgju9730lvDZohJSsHQ,tl6EY-a-zy6aDe6Ro_BchQ.jpg,0.6431699991226196
32,NBfGgju9730lvDZohJSsHQ,Two_BJSHl8DVel9uQcFlbQ.jpg,0.6879091262817383
33,p7nK3l84DzT91bmTznn-vA,1D4nPMb3MVlkbBmjk85EPA.jpg,0.6226840615272522
34,p7nK3l84DzT91bmTznn-vA,5NSGH9_uk1bELL3olmKPqQ.jpg,0.6432256698608398
35,p7nK3l84DzT91bmTznn-vA,VJLBs7386sFZbpv2ewRTDg.jpg,0.7685497403144836
36,_1BGeN32Bw1Lkk3pf98NCw,1d4QET4O1wsQ0cpOfEKB0A.jpg,0.7025316953659058
37,_1BGeN32Bw1Lkk3pf98NCw,DA2NumM1gjwsbnqL9WFI7g.jpg,0.7151808142662048
38,_1BGeN32Bw1Lkk3pf98NCw,e2Sp9ThCFPGBhMXKIj83xg.jpg,0.7432637810707092
39,OnpX05KuE_A1-iiRaLxCwA,1D7VleAFLsyDfpzvGjcXCg.jpg,0.5800129771232605
40,OnpX05KuE_A1-iiRaLxCwA,Hb_po8Ngd7GzMfBGhocY0A.jpg,0.6500044465065002
41,WPlj67E3IeQmeGzSkOlq7g,1d8opjuqbrjLSUJDxzagMA.jpg,0.35665932297706604
42,WPlj67E3IeQmeGzSkOlq7g,sGDSeqV8LiBnkUuSJnLflw.jpg,0.3244210481643677
43,wfXgQhPpicdeYa2svETa8g,1Dada_W1wmgrusPPIchhiw.jpg,0.7208203673362732
44,iXCTtjmUOdBjR7o948tDww,1DAigCzV5RpnsmvJWmUUVg.jpg,0.5378283262252808
45,iXCTtjmUOdBjR7o948tDww,_y8krdifFCePQ5IhJp29Lw.jpg,0.46033775806427
46,bVw7PgX9TudKDLq7kP4OJA,1Dbpsa97qFvVf9_wzPLeiQ.jpg,0.7436997294425964
47,bVw7PgX9TudKDLq7kP4OJA,6xHMjFMT3REMnVIpjJH0tg.jpg,0.52872234582901
48,bVw7PgX9TudKDLq7kP4OJA,6_3o-_dcUxalIGDtxHOVuw.jpg,0.574152946472168
49,bVw7PgX9TudKDLq7kP4OJA,Drv8f27M5f4djKwM3XTW6g.jpg,0.3694697618484497
50,bVw7PgX9TudKDLq7kP4OJA,Mo-4UorTCXfkp4odolNYSg.jpg,0.5221771597862244
51,bVw7PgX9TudKDLq7kP4OJA,RFMWaShdGomOsyK7-B7kyw.jpg,0.6046212315559387
52,bVw7PgX9TudKDLq7kP4OJA,slXV7v1c9j7O623GMN0v_g.jpg,0.5663272738456726
53,yPjtkE72nUITTcv3TFGaHA,1DC1Vjpsw85wTLAEzIlTHQ.jpg,0.6406089663505554
54,BgH9h1iRdH9Ww_YpYb14BA,1DCBDzbUVsiBOkutR9LStw.jpg,0.5907483696937561
55,BgH9h1iRdH9Ww_YpYb14BA,4t0DhN-b0w3yNY3MOBbvbA.jpg,0.7394847273826599
56,BgH9h1iRdH9Ww_YpYb14BA,9jnc5RmvXs1x1hzWDOL-mg.jpg,0.6997610926628113
57,BgH9h1iRdH9Ww_YpYb14BA,aFXs4KOuByPhEpQmTHCegQ.jpg,0.5486790537834167
58,BgH9h1iRdH9Ww_YpYb14BA,i8E9IxXTdhjkc3ZUwh9eWw.jpg,0.7121573090553284
59,BgH9h1iRdH9Ww_YpYb14BA,KOgWVndNO35_CrPkSE5vIA.jpg,0.5560563206672668
60,BgH9h1iRdH9Ww_YpYb14BA,Ogq-fvOcrHjViNDpK_f3Xw.jpg,0.5035368204116821
61,BgH9h1iRdH9Ww_YpYb14BA,OxRRbd0171iXvPAAXPazPA.jpg,0.4069761037826538
62,BgH9h1iRdH9Ww_YpYb14BA,QNyhouOYd6dGmYe7X17imQ.jpg,0.48324090242385864
63,BgH9h1iRdH9Ww_YpYb14BA,v2K85uI_JGuj0vAH8sn9Xw.jpg,0.8028773665428162
64,RkYBWQUbdcrwgRqmTFCF_Q,1dcErIeLXIj13Xy2fiqEwg.jpg,0.6735869646072388
65,RkYBWQUbdcrwgRqmTFCF_Q,4A-88pjlbip6xcQxwJ38eA.jpg,0.7754245400428772
66,RkYBWQUbdcrwgRqmTFCF_Q,gjQBgAvB6jWOSmn3DsRO6w.jpg,0.7158474922180176
67,RkYBWQUbdcrwgRqmTFCF_Q,URL08CJ8MCL4W9RsGLwYwA.jpg,0.7008627653121948
68,1nKHkMYZ9z4F6RuuGGNuKQ,1Dcf77l1PQKydQkHRAHZWA.jpg,0.8186293840408325
69,wyOdrLgIeQWUOdAaxbEBGw,1dcSFea9uFx30TCq-mtV2Q.jpg,0.3613322079181671
70,S_RNeeYqAkGJu8zzYjYlVw,1dd-KoPoT-gPqVwFuE4jKw.jpg,0.7017151117324829
71,lhTth_nveQQIDTCo40CIqA,1DE4Z7nXuTOfftmvk_nlhg.jpg,0.6781153082847595
72,lhTth_nveQQIDTCo40CIqA,5KtwiR1z64UzNel4DRgnKw.jpg,0.7745200395584106
73,WocA6xw0cmX2nkW2Q3dP-w,1dEEVJYM6oHD7nmcQb05cQ.jpg,0.29589328169822693
74,WocA6xw0cmX2nkW2Q3dP-w,83xqh5_ka_-cKJC5ZK0fjA.jpg,0.701743483543396
75,WocA6xw0cmX2nkW2Q3dP-w,BAoRc56PtxocsSTovKm5xg.jpg,0.6990578174591064
76,WocA6xw0cmX2nkW2Q3dP-w,Qau8sLSCMBeLguGUKWanhg.jpg,0.7411772608757019
77,7emTLk-qb1uPkIVUbtHimQ,1dejyl4FuWL9wcifvlGU9w.jpg,0.6512718796730042
78,mAQ9rS7GmNXkRkaL2XykwQ,1dF7iTNSRl6mxtPguGQbkw.jpg,0.3755026161670685
